Sale_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Price,Total Price,Discount_Percent,Discount_Amount,Total Revenue,Region,Channel,Payment_Mode
SALE03884,11/16/2022,STORE006,PROD0042,CUST0309,1,3438,3438,15,515.7,2922.3,North,In-Store,Card
SALE03885,2/21/2023,STORE007,PROD0073,CUST0339,4,5231.62,20926.48,0,0,20926.48,South,Online,UPI
SALE03886,4/3/2024,STORE043,PROD0180,CUST0561,1,3583.22,3583.22,5,179.161,3404.059,East,Online,UPI
SALE03887,8/30/2023,STORE043,PROD0220,CUST0356,4,2073.11,8292.44,10,829.244,7463.196,East,In-Store,Card
SALE03888,11/23/2024,STORE027,PROD0222,CUST0078,1,1455.28,1455.28,20,291.056,1164.224,North,In-Store,UPI
SALE03889,8/14/2024,STORE047,PROD0220,CUST0031,2,2110.6,4221.2,10,422.12,3799.08,South,Online,Card
SALE03890,5/16/2024,STORE038,PROD0236,CUST0333,4,2760.23,11040.92,20,2208.184,8832.736,East,Online,UPI
SALE03891,2/28/2024,STORE020,PROD0074,CUST0392,5,1050.41,5252.05,0,0,5252.05,West,Online,Cash
SALE03892,2/1/2022,STORE036,PROD0266,CUST0688,4,4814.9,19259.6,20,3851.92,15407.68,South,Online,UPI
SALE03893,5/7/2023,STORE017,PROD0036,CUST0372,2,3498.54,6997.08,20,1399.416,5597.664,North,Online,Cash
SALE03894,12/25/2022,STORE008,PROD0094,CUST0987,1,4777.84,4777.84,15,716.676,4061.164,South,Online,UPI
SALE03895,3/24/2023,STORE018,PROD0138,CUST0960,3,3359.14,10077.42,10,1007.742,9069.678,North,In-Store,UPI
SALE03896,11/16/2023,STORE031,PROD0229,CUST0015,2,2292.64,4585.28,20,917.056,3668.224,South,In-Store,Card
SALE03897,8/28/2023,STORE003,PROD0258,CUST0612,1,3468.01,3468.01,5,173.4005,3294.6095,South,In-Store,Card
SALE03898,2/8/2022,STORE011,PROD0030,CUST0608,3,1169.95,3509.85,20,701.97,2807.88,North,Online,Card
SALE03899,5/25/2023,STORE040,PROD0296,CUST0099,2,490.73,981.46,0,0,981.46,North,Online,UPI
SALE03900,4/9/2024,STORE036,PROD0048,CUST0277,3,4455.61,13366.83,0,0,13366.83,South,Online,UPI
SALE03901,7/8/2024,STORE033,PROD0138,CUST0193,4,3618.01,14472.04,0,0,14472.04,South,Online,Cash
SALE03902,9/30/2022,STORE003,PROD0272,CUST0525,2,3232.1,6464.2,10,646.42,5817.78,South,Online,Cash
SALE03903,5/20/2024,STORE038,PROD0239,CUST0272,3,2090.43,6271.29,10,627.129,5644.161,East,Online,UPI
SALE03904,1/23/2024,STORE029,PROD0006,CUST0502,5,271.86,1359.3,10,135.93,1223.37,East,Online,Card
SALE03905,7/12/2023,STORE050,PROD0012,CUST0654,4,1558.84,6235.36,20,1247.072,4988.288,East,Online,Card
SALE03906,7/14/2024,STORE010,PROD0128,CUST0672,3,373.92,1121.76,15,168.264,953.496,East,Online,UPI
SALE03907,3/30/2024,STORE048,PROD0007,CUST0972,3,1118.96,3356.88,15,503.532,2853.348,North,Online,Card
SALE03908,3/20/2022,STORE004,PROD0259,CUST0419,2,487.75,975.5,15,146.325,829.175,East,In-Store,Cash
SALE03909,12/19/2024,STORE038,PROD0201,CUST0287,5,636.95,3184.75,15,477.7125,2707.0375,East,In-Store,UPI
SALE03910,9/28/2023,STORE004,PROD0029,CUST0557,1,4562.31,4562.31,20,912.462,3649.848,East,In-Store,UPI
SALE03911,4/14/2022,STORE046,PROD0288,CUST0430,2,2137,4274,10,427.4,3846.6,North,Online,UPI
SALE03912,12/6/2022,STORE032,PROD0124,CUST0120,5,1431.75,7158.75,15,1073.8125,6084.9375,West,Online,Card
SALE03913,5/29/2022,STORE003,PROD0144,CUST0099,4,392.07,1568.28,15,235.242,1333.038,South,In-Store,Card
SALE03914,2/12/2024,STORE030,PROD0123,CUST0524,2,848.67,1697.34,20,339.468,1357.872,West,Online,UPI
SALE03915,5/23/2023,STORE010,PROD0274,CUST0763,5,4098.75,20493.75,5,1024.6875,19469.0625,East,In-Store,UPI
SALE03916,3/29/2024,STORE036,PROD0259,CUST0014,4,553.15,2212.6,20,442.52,1770.08,South,In-Store,UPI
SALE03917,1/19/2023,STORE044,PROD0203,CUST0532,4,2070.73,8282.92,10,828.292,7454.628,South,In-Store,Card
SALE03918,6/6/2023,STORE007,PROD0035,CUST0898,3,3270.97,9812.91,20,1962.582,7850.328,South,Online,Card
SALE03919,5/31/2023,STORE006,PROD0252,CUST0344,5,1231.03,6155.15,20,1231.03,4924.12,North,Online,Card
SALE03920,12/17/2024,STORE033,PROD0038,CUST0501,3,3452.46,10357.38,5,517.869,9839.511,South,Online,Card
SALE03921,3/2/2022,STORE008,PROD0206,CUST0919,2,3993.32,7986.64,0,0,7986.64,South,Online,Cash
SALE03922,8/13/2024,STORE004,PROD0172,CUST0708,3,3006.86,9020.58,15,1353.087,7667.493,East,Online,UPI
SALE03923,9/17/2023,STORE036,PROD0178,CUST0262,1,3067.47,3067.47,5,153.3735,2914.0965,South,Online,Cash
SALE03924,9/8/2023,STORE026,PROD0055,CUST0313,5,4113.03,20565.15,0,0,20565.15,South,Online,Card
SALE03925,10/12/2024,STORE032,PROD0179,CUST0491,5,1572.86,7864.3,10,786.43,7077.87,West,Online,UPI
SALE03926,3/9/2022,STORE026,PROD0272,CUST0523,5,3294.84,16474.2,20,3294.84,13179.36,South,In-Store,UPI
SALE03927,2/25/2024,STORE019,PROD0074,CUST0221,3,1040.32,3120.96,10,312.096,2808.864,East,Online,UPI
SALE03928,1/24/2022,STORE006,PROD0051,CUST0500,2,2252.96,4505.92,10,450.592,4055.328,North,Online,Card
SALE03929,11/21/2023,STORE014,PROD0140,CUST0543,5,3130.98,15654.9,5,782.745,14872.155,South,Online,UPI
SALE03930,5/26/2024,STORE016,PROD0172,CUST0865,4,3630.52,14522.08,20,2904.416,11617.664,South,Online,UPI
SALE03931,3/31/2024,STORE019,PROD0079,CUST0838,3,2775.16,8325.48,5,416.274,7909.206,East,Online,UPI
SALE03932,9/27/2022,STORE022,PROD0297,CUST0385,3,1209.08,3627.24,0,0,3627.24,West,Online,Cash
SALE03933,1/6/2022,STORE022,PROD0121,CUST0146,3,603.14,1809.42,15,271.413,1538.007,West,In-Store,Cash
SALE03934,5/31/2024,STORE018,PROD0157,CUST0321,1,5088.58,5088.58,20,1017.716,4070.864,North,In-Store,Cash
SALE03935,8/18/2023,STORE007,PROD0075,CUST0739,2,4590.54,9181.08,0,0,9181.08,South,In-Store,Card
SALE03936,9/4/2022,STORE034,PROD0149,CUST0018,3,4263.68,12791.04,5,639.552,12151.488,North,In-Store,Card
SALE03937,9/14/2024,STORE031,PROD0096,CUST0507,1,3706.03,3706.03,20,741.206,2964.824,South,In-Store,Cash
SALE03938,10/13/2024,STORE003,PROD0212,CUST0919,1,794.3,794.3,15,119.145,675.155,South,In-Store,Card
SALE03939,12/18/2023,STORE035,PROD0140,CUST0164,2,3057.85,6115.7,0,0,6115.7,North,Online,Cash
SALE03940,1/3/2023,STORE008,PROD0127,CUST0321,1,4515.45,4515.45,0,0,4515.45,South,Online,UPI
SALE03941,5/26/2022,STORE021,PROD0019,CUST0147,3,4536.23,13608.69,20,2721.738,10886.952,East,Online,UPI
SALE03942,7/30/2024,STORE004,PROD0212,CUST0370,4,826.1,3304.4,0,0,3304.4,East,Online,Cash
SALE03943,9/28/2023,STORE026,PROD0246,CUST0547,2,768.63,1537.26,10,153.726,1383.534,South,In-Store,Cash
SALE03944,7/9/2023,STORE005,PROD0048,CUST0647,5,4489.94,22449.7,15,3367.455,19082.245,North,In-Store,Card
SALE03945,12/30/2024,STORE009,PROD0119,CUST0818,4,416.83,1667.32,15,250.098,1417.222,East,Online,Card
SALE03946,1/11/2022,STORE033,PROD0024,CUST0544,3,4569.2,13707.6,15,2056.14,11651.46,South,In-Store,Cash
SALE03947,5/27/2022,STORE025,PROD0273,CUST0009,1,4722.24,4722.24,15,708.336,4013.904,North,Online,UPI
SALE03948,1/2/2024,STORE034,PROD0050,CUST0639,5,2182.66,10913.3,0,0,10913.3,North,In-Store,UPI
SALE03949,12/7/2022,STORE027,PROD0269,CUST0986,2,3190.09,6380.18,20,1276.036,5104.144,North,In-Store,Card
SALE03950,1/30/2023,STORE040,PROD0293,CUST0340,3,465.44,1396.32,10,139.632,1256.688,North,Online,UPI
SALE03951,12/27/2023,STORE011,PROD0211,CUST0932,1,4120.19,4120.19,20,824.038,3296.152,North,Online,Cash
SALE03952,6/11/2022,STORE030,PROD0053,CUST0193,3,2876.13,8628.39,0,0,8628.39,West,In-Store,Cash
SALE03953,3/14/2024,STORE031,PROD0179,CUST0072,3,1412.87,4238.61,10,423.861,3814.749,South,Online,UPI
SALE03954,4/7/2022,STORE012,PROD0027,CUST0166,1,478.01,478.01,15,71.7015,406.3085,South,In-Store,Card
SALE03955,5/19/2023,STORE014,PROD0034,CUST0237,1,1078.15,1078.15,0,0,1078.15,South,In-Store,Cash
SALE03956,7/20/2023,STORE047,PROD0182,CUST0805,3,1286.84,3860.52,0,0,3860.52,South,Online,UPI
SALE03957,6/16/2022,STORE006,PROD0191,CUST0179,5,137.05,685.25,20,137.05,548.2,North,Online,UPI
SALE03958,3/17/2024,STORE038,PROD0140,CUST0681,2,3402.39,6804.78,5,340.239,6464.541,East,Online,Card
SALE03959,3/28/2024,STORE012,PROD0270,CUST0833,5,3422.05,17110.25,10,1711.025,15399.225,South,Online,UPI
SALE03960,1/26/2022,STORE010,PROD0169,CUST0762,4,1506.67,6026.68,5,301.334,5725.346,East,In-Store,Cash
SALE03961,11/24/2023,STORE030,PROD0061,CUST0249,2,2215.46,4430.92,0,0,4430.92,West,In-Store,Cash
SALE03962,2/28/2023,STORE022,PROD0245,CUST0163,4,3663.51,14654.04,5,732.702,13921.338,West,Online,Cash
SALE03963,4/24/2022,STORE041,PROD0143,CUST0073,4,2721.83,10887.32,5,544.366,10342.954,East,In-Store,Cash
SALE03964,10/27/2024,STORE036,PROD0061,CUST0460,3,2320.38,6961.14,20,1392.228,5568.912,South,Online,Cash
SALE03965,9/16/2024,STORE031,PROD0076,CUST0640,4,3837.73,15350.92,0,0,15350.92,South,Online,Card
SALE03966,7/9/2022,STORE004,PROD0140,CUST0553,1,3409.69,3409.69,20,681.938,2727.752,East,In-Store,Card
SALE03967,10/25/2022,STORE023,PROD0106,CUST0384,1,3960.23,3960.23,15,594.0345,3366.1955,South,In-Store,Card
SALE03968,7/19/2023,STORE031,PROD0051,CUST0095,1,2271.01,2271.01,20,454.202,1816.808,South,In-Store,UPI
SALE03969,3/28/2024,STORE005,PROD0093,CUST0375,1,2975.78,2975.78,5,148.789,2826.991,North,Online,UPI
SALE03970,4/5/2024,STORE050,PROD0248,CUST0317,1,3153.17,3153.17,0,0,3153.17,East,In-Store,Cash
SALE03971,10/5/2023,STORE036,PROD0221,CUST0812,2,4029.03,8058.06,5,402.903,7655.157,South,In-Store,UPI
SALE03972,7/13/2023,STORE033,PROD0190,CUST0044,1,3540.73,3540.73,10,354.073,3186.657,South,In-Store,Cash
SALE03973,4/27/2022,STORE044,PROD0109,CUST0782,4,2866.42,11465.68,20,2293.136,9172.544,South,Online,UPI
SALE03974,5/11/2022,STORE009,PROD0011,CUST0481,2,1081.01,2162.02,10,216.202,1945.818,East,In-Store,UPI
SALE03975,11/26/2023,STORE022,PROD0300,CUST0226,1,1832.47,1832.47,5,91.6235,1740.8465,West,In-Store,Cash
SALE03976,4/15/2024,STORE049,PROD0177,CUST0744,4,4730.65,18922.6,5,946.13,17976.47,East,In-Store,Card
SALE03977,2/9/2024,STORE021,PROD0186,CUST0517,2,305.08,610.16,0,0,610.16,East,In-Store,Card
SALE03978,2/27/2024,STORE044,PROD0018,CUST0220,1,1819.57,1819.57,0,0,1819.57,South,In-Store,Card
SALE03979,7/7/2024,STORE042,PROD0083,CUST0097,2,4294.69,8589.38,0,0,8589.38,North,Online,Cash
SALE03980,11/9/2023,STORE001,PROD0108,CUST0512,5,3311.3,16556.5,0,0,16556.5,North,In-Store,Card
SALE03981,5/4/2023,STORE004,PROD0257,CUST0526,1,4422.07,4422.07,15,663.3105,3758.7595,East,Online,Cash
SALE03982,12/23/2024,STORE024,PROD0165,CUST0825,1,424.95,424.95,0,0,424.95,East,In-Store,Cash
SALE03983,9/5/2022,STORE013,PROD0046,CUST0035,1,1446.9,1446.9,0,0,1446.9,South,Online,UPI
SALE03984,12/4/2022,STORE024,PROD0211,CUST0011,1,4147.9,4147.9,0,0,4147.9,East,Online,UPI
SALE03985,10/5/2022,STORE022,PROD0176,CUST0854,1,703.93,703.93,0,0,703.93,West,In-Store,Cash
SALE03986,7/31/2024,STORE019,PROD0064,CUST0538,2,1382.16,2764.32,10,276.432,2487.888,East,In-Store,UPI
SALE03987,8/18/2022,STORE027,PROD0094,CUST0112,5,4527.64,22638.2,20,4527.64,18110.56,North,Online,Cash
SALE03988,12/28/2024,STORE019,PROD0257,CUST0782,1,4108.95,4108.95,15,616.3425,3492.6075,East,Online,Card
SALE03989,10/6/2024,STORE038,PROD0228,CUST0315,4,278.77,1115.08,10,111.508,1003.572,East,In-Store,Cash
SALE03990,10/8/2022,STORE050,PROD0183,CUST0152,3,1458.61,4375.83,0,0,4375.83,East,In-Store,Cash
SALE03991,7/31/2023,STORE021,PROD0079,CUST0135,5,2996.76,14983.8,10,1498.38,13485.42,East,In-Store,Card
SALE03992,2/3/2022,STORE039,PROD0176,CUST0701,5,695.96,3479.8,20,695.96,2783.84,East,Online,UPI
SALE03993,12/14/2023,STORE039,PROD0219,CUST0115,5,220.07,1100.35,10,110.035,990.315,East,Online,Cash
SALE03994,3/26/2024,STORE019,PROD0061,CUST0964,3,2282.25,6846.75,15,1027.0125,5819.7375,East,Online,Card
SALE03995,1/30/2024,STORE046,PROD0075,CUST0518,5,4622.41,23112.05,5,1155.6025,21956.4475,North,Online,Cash
SALE03996,10/7/2023,STORE012,PROD0191,CUST0481,5,147.23,736.15,15,110.4225,625.7275,South,In-Store,Card
SALE03997,4/16/2024,STORE009,PROD0216,CUST0736,2,5032.4,10064.8,0,0,10064.8,East,In-Store,Card
SALE03998,3/4/2022,STORE005,PROD0220,CUST0374,3,2069.62,6208.86,15,931.329,5277.531,North,Online,Cash
SALE03999,11/12/2022,STORE042,PROD0236,CUST0176,4,2937.6,11750.4,15,1762.56,9987.84,North,In-Store,Card
SALE04000,5/9/2022,STORE030,PROD0249,CUST0210,2,2927.03,5854.06,10,585.406,5268.654,West,In-Store,Card
SALE04001,2/12/2023,STORE007,PROD0180,CUST0225,1,3525.5,3525.5,0,0,3525.5,South,Online,Cash
SALE04002,7/4/2022,STORE012,PROD0113,CUST0234,2,2169.74,4339.48,15,650.922,3688.558,South,In-Store,Card
SALE04003,12/12/2023,STORE038,PROD0011,CUST0625,3,1162.04,3486.12,20,697.224,2788.896,East,In-Store,UPI
SALE04004,1/3/2023,STORE006,PROD0040,CUST0133,1,4823.38,4823.38,10,482.338,4341.042,North,In-Store,Card
SALE04005,10/31/2023,STORE030,PROD0012,CUST0195,2,1388.6,2777.2,10,277.72,2499.48,West,In-Store,UPI
SALE04006,2/8/2024,STORE011,PROD0069,CUST0886,3,2953.33,8859.99,10,885.999,7973.991,North,In-Store,Card
SALE04007,10/18/2023,STORE012,PROD0014,CUST0717,1,914.1,914.1,15,137.115,776.985,South,Online,Cash
SALE04008,6/13/2022,STORE006,PROD0053,CUST0714,4,2635.82,10543.28,20,2108.656,8434.624,North,In-Store,Cash
SALE04009,4/8/2024,STORE001,PROD0216,CUST0741,3,4920.24,14760.72,20,2952.144,11808.576,North,Online,Cash
SALE04010,9/10/2022,STORE012,PROD0104,CUST0107,3,3121.11,9363.33,20,1872.666,7490.664,South,Online,Card
SALE04011,10/10/2024,STORE002,PROD0248,CUST0204,3,3564.83,10694.49,10,1069.449,9625.041,East,In-Store,Cash
SALE04012,2/6/2024,STORE039,PROD0239,CUST0308,5,2414.71,12073.55,15,1811.0325,10262.5175,East,Online,Card
SALE04013,9/6/2024,STORE043,PROD0061,CUST0655,2,2382.76,4765.52,15,714.828,4050.692,East,Online,UPI
SALE04014,1/13/2022,STORE042,PROD0290,CUST0971,3,1384.24,4152.72,0,0,4152.72,North,Online,Card
SALE04015,6/4/2024,STORE037,PROD0215,CUST0895,1,1214.55,1214.55,15,182.1825,1032.3675,West,Online,Card
SALE04016,10/22/2022,STORE001,PROD0030,CUST0810,2,1327.6,2655.2,20,531.04,2124.16,North,In-Store,Card
SALE04017,4/9/2024,STORE042,PROD0166,CUST0864,2,2429.44,4858.88,10,485.888,4372.992,North,In-Store,Card
SALE04018,10/1/2022,STORE029,PROD0026,CUST0596,2,3144.94,6289.88,10,628.988,5660.892,East,Online,Card
SALE04019,7/31/2024,STORE018,PROD0230,CUST0004,4,4297.27,17189.08,15,2578.362,14610.718,North,Online,Cash
SALE04020,4/30/2023,STORE014,PROD0003,CUST0417,2,774.22,1548.44,20,309.688,1238.752,South,Online,Card
SALE04021,10/16/2022,STORE031,PROD0198,CUST0838,5,5221.21,26106.05,0,0,26106.05,South,Online,Card
SALE04022,7/12/2022,STORE009,PROD0230,CUST0578,2,3575.3,7150.6,10,715.06,6435.54,East,Online,Card
SALE04023,4/12/2023,STORE040,PROD0081,CUST0579,4,3105.75,12423,5,621.15,11801.85,North,In-Store,Cash
SALE04024,9/1/2023,STORE017,PROD0066,CUST0192,2,3235.91,6471.82,15,970.773,5501.047,North,Online,UPI
SALE04025,1/19/2022,STORE008,PROD0167,CUST0489,5,4696.59,23482.95,15,3522.4425,19960.5075,South,In-Store,Cash
SALE04026,7/5/2023,STORE028,PROD0224,CUST0179,1,4739.06,4739.06,10,473.906,4265.154,South,Online,Cash
SALE04027,6/25/2024,STORE004,PROD0164,CUST0333,1,5406.64,5406.64,10,540.664,4865.976,East,In-Store,UPI
SALE04028,2/18/2023,STORE050,PROD0059,CUST0872,5,652.87,3264.35,20,652.87,2611.48,East,Online,Card
SALE04029,3/16/2024,STORE004,PROD0104,CUST0849,1,2875.57,2875.57,10,287.557,2588.013,East,Online,Card
SALE04030,6/4/2024,STORE019,PROD0206,CUST0034,2,3815.63,7631.26,5,381.563,7249.697,East,Online,Cash
SALE04031,3/24/2023,STORE007,PROD0120,CUST0087,4,1751.1,7004.4,5,350.22,6654.18,South,Online,Cash
SALE04032,3/11/2022,STORE004,PROD0130,CUST0736,5,4824.62,24123.1,15,3618.465,20504.635,East,In-Store,Cash
SALE04033,6/26/2024,STORE027,PROD0192,CUST0588,4,4284.43,17137.72,0,0,17137.72,North,Online,UPI
SALE04034,2/15/2024,STORE042,PROD0174,CUST0621,3,1426.67,4280.01,0,0,4280.01,North,In-Store,UPI
SALE04035,10/28/2024,STORE032,PROD0134,CUST0901,3,846.78,2540.34,10,254.034,2286.306,West,Online,UPI
SALE04036,3/18/2022,STORE041,PROD0105,CUST0334,3,394.53,1183.59,15,177.5385,1006.0515,East,In-Store,UPI
SALE04037,10/12/2024,STORE017,PROD0117,CUST0058,1,338.56,338.56,10,33.856,304.704,North,Online,UPI
SALE04038,1/22/2024,STORE022,PROD0008,CUST0905,4,3033.57,12134.28,20,2426.856,9707.424,West,Online,Cash
SALE04039,1/31/2024,STORE010,PROD0018,CUST0077,4,1930.35,7721.4,20,1544.28,6177.12,East,Online,Cash
SALE04040,3/23/2022,STORE015,PROD0216,CUST0705,2,4153.06,8306.12,5,415.306,7890.814,East,In-Store,Card
SALE04041,1/1/2024,STORE004,PROD0228,CUST0570,5,296.79,1483.95,15,222.5925,1261.3575,East,In-Store,Cash
SALE04042,7/6/2024,STORE016,PROD0118,CUST0585,1,4708.51,4708.51,10,470.851,4237.659,South,In-Store,UPI
SALE04043,3/4/2023,STORE046,PROD0208,CUST0807,4,4764.9,19059.6,0,0,19059.6,North,Online,UPI
SALE04044,7/23/2023,STORE013,PROD0230,CUST0939,5,4095.34,20476.7,20,4095.34,16381.36,South,Online,Cash
SALE04045,11/2/2024,STORE048,PROD0153,CUST0599,5,1414.61,7073.05,15,1060.9575,6012.0925,North,Online,UPI
SALE04046,10/5/2023,STORE009,PROD0090,CUST0627,5,785.81,3929.05,0,0,3929.05,East,In-Store,UPI
SALE04047,5/3/2024,STORE022,PROD0200,CUST0024,2,3196.31,6392.62,15,958.893,5433.727,West,In-Store,Card
SALE04048,4/1/2023,STORE045,PROD0288,CUST0066,2,2135.57,4271.14,20,854.228,3416.912,North,In-Store,Cash
SALE04049,11/18/2022,STORE019,PROD0041,CUST0481,1,3215.59,3215.59,20,643.118,2572.472,East,Online,UPI
SALE04050,8/14/2023,STORE019,PROD0017,CUST0287,1,1689.67,1689.67,20,337.934,1351.736,East,In-Store,Card
SALE04051,5/30/2022,STORE048,PROD0238,CUST0522,3,3058.5,9175.5,5,458.775,8716.725,North,In-Store,Cash
SALE04052,1/31/2023,STORE026,PROD0065,CUST0875,2,4004.75,8009.5,20,1601.9,6407.6,South,In-Store,Cash
SALE04053,11/27/2022,STORE006,PROD0010,CUST0469,3,3304.94,9914.82,10,991.482,8923.338,North,In-Store,UPI
SALE04054,10/3/2024,STORE023,PROD0053,CUST0647,4,2991.25,11965,0,0,11965,South,Online,Card
SALE04055,9/16/2024,STORE009,PROD0121,CUST0457,2,629.1,1258.2,0,0,1258.2,East,In-Store,UPI
SALE04056,8/18/2023,STORE026,PROD0231,CUST0086,5,3360.59,16802.95,0,0,16802.95,South,In-Store,UPI
SALE04057,6/7/2022,STORE009,PROD0109,CUST0728,1,2678.86,2678.86,5,133.943,2544.917,East,In-Store,UPI
SALE04058,8/15/2024,STORE009,PROD0047,CUST0885,3,4483.63,13450.89,20,2690.178,10760.712,East,In-Store,Cash
SALE04059,10/27/2023,STORE007,PROD0288,CUST0976,1,2422.01,2422.01,20,484.402,1937.608,South,In-Store,UPI
SALE04060,3/3/2024,STORE038,PROD0178,CUST0849,4,2880.24,11520.96,5,576.048,10944.912,East,Online,Card
SALE04061,6/29/2024,STORE001,PROD0187,CUST0103,5,4156.24,20781.2,5,1039.06,19742.14,North,Online,Cash
SALE04062,5/2/2022,STORE004,PROD0276,CUST0453,1,875.41,875.41,20,175.082,700.328,East,Online,Cash
SALE04063,9/29/2022,STORE043,PROD0294,CUST0764,1,1220.09,1220.09,0,0,1220.09,East,Online,Cash
SALE04064,10/15/2023,STORE002,PROD0278,CUST0081,3,2749.93,8249.79,15,1237.4685,7012.3215,East,In-Store,Cash
SALE04065,12/6/2024,STORE023,PROD0002,CUST0610,3,1447.43,4342.29,15,651.3435,3690.9465,South,In-Store,Cash
SALE04066,12/23/2023,STORE046,PROD0093,CUST0541,3,3311.01,9933.03,0,0,9933.03,North,Online,Cash
SALE04067,1/12/2022,STORE013,PROD0112,CUST0165,4,3890.17,15560.68,0,0,15560.68,South,Online,Cash
SALE04068,12/3/2024,STORE026,PROD0180,CUST0849,5,3577.54,17887.7,15,2683.155,15204.545,South,Online,Cash
SALE04069,4/29/2024,STORE010,PROD0210,CUST0235,1,3286.08,3286.08,15,492.912,2793.168,East,In-Store,Cash
SALE04070,12/25/2022,STORE034,PROD0249,CUST0785,3,2870.8,8612.4,10,861.24,7751.16,North,In-Store,Cash
SALE04071,8/25/2024,STORE002,PROD0199,CUST0799,1,4747.84,4747.84,10,474.784,4273.056,East,Online,Card
SALE04072,4/12/2024,STORE029,PROD0271,CUST0307,2,1935.46,3870.92,20,774.184,3096.736,East,In-Store,Card
SALE04073,10/14/2023,STORE002,PROD0264,CUST0034,5,4275.46,21377.3,15,3206.595,18170.705,East,Online,UPI
SALE04074,5/18/2023,STORE002,PROD0205,CUST0627,1,4295.49,4295.49,15,644.3235,3651.1665,East,Online,Card
SALE04075,7/3/2023,STORE040,PROD0267,CUST0021,5,4091.71,20458.55,5,1022.9275,19435.6225,North,Online,UPI
SALE04076,4/3/2022,STORE042,PROD0233,CUST0019,4,940.79,3763.16,10,376.316,3386.844,North,Online,UPI
SALE04077,4/3/2023,STORE002,PROD0249,CUST0060,5,3263.02,16315.1,0,0,16315.1,East,In-Store,UPI
SALE04078,1/25/2022,STORE017,PROD0091,CUST0658,1,4467.12,4467.12,20,893.424,3573.696,North,In-Store,UPI
SALE04079,9/1/2024,STORE018,PROD0298,CUST0678,1,903.69,903.69,20,180.738,722.952,North,In-Store,UPI
SALE04080,7/13/2023,STORE043,PROD0037,CUST0153,4,2976.91,11907.64,10,1190.764,10716.876,East,Online,UPI
SALE04081,1/13/2024,STORE010,PROD0063,CUST0019,3,4591.99,13775.97,15,2066.3955,11709.5745,East,In-Store,UPI
SALE04082,3/28/2022,STORE012,PROD0147,CUST0971,1,2593.78,2593.78,15,389.067,2204.713,South,Online,Cash
SALE04083,10/4/2024,STORE021,PROD0230,CUST0433,4,4152.59,16610.36,10,1661.036,14949.324,East,Online,UPI
SALE04084,4/2/2023,STORE003,PROD0267,CUST0286,3,4262.23,12786.69,20,2557.338,10229.352,South,In-Store,UPI
SALE04085,4/3/2022,STORE003,PROD0101,CUST0128,1,218.84,218.84,5,10.942,207.898,South,In-Store,Card
SALE04086,5/29/2023,STORE027,PROD0280,CUST0213,2,4201.89,8403.78,10,840.378,7563.402,North,Online,UPI
SALE04087,7/4/2022,STORE007,PROD0087,CUST0656,1,551.03,551.03,10,55.103,495.927,South,Online,Cash
SALE04088,2/5/2022,STORE044,PROD0253,CUST0141,5,2812.7,14063.5,15,2109.525,11953.975,South,Online,Cash
SALE04089,7/17/2022,STORE015,PROD0225,CUST0232,2,1564.45,3128.9,20,625.78,2503.12,East,In-Store,UPI
SALE04090,12/26/2024,STORE005,PROD0154,CUST0872,4,293.03,1172.12,15,175.818,996.302,North,In-Store,Cash
SALE04091,8/21/2022,STORE019,PROD0300,CUST0890,5,1674.95,8374.75,10,837.475,7537.275,East,Online,UPI
SALE04092,12/6/2024,STORE006,PROD0041,CUST0365,4,3637.13,14548.52,5,727.426,13821.094,North,Online,Card
SALE04093,9/22/2022,STORE013,PROD0196,CUST0308,5,2215.65,11078.25,20,2215.65,8862.6,South,In-Store,UPI
SALE04094,11/19/2024,STORE041,PROD0014,CUST0271,5,948.29,4741.45,10,474.145,4267.305,East,Online,UPI
SALE04095,3/27/2023,STORE015,PROD0041,CUST0810,4,3235.32,12941.28,5,647.064,12294.216,East,In-Store,Card
SALE04096,2/11/2024,STORE049,PROD0130,CUST0239,3,4845.71,14537.13,20,2907.426,11629.704,East,In-Store,Card
SALE04097,9/11/2024,STORE009,PROD0127,CUST0654,4,4225.52,16902.08,10,1690.208,15211.872,East,Online,Card
SALE04098,1/6/2022,STORE037,PROD0234,CUST0191,4,3353.29,13413.16,15,2011.974,11401.186,West,In-Store,Card
SALE04099,6/27/2022,STORE015,PROD0229,CUST0085,5,2101.68,10508.4,10,1050.84,9457.56,East,Online,UPI
SALE04100,10/22/2024,STORE047,PROD0287,CUST0695,1,3720.5,3720.5,5,186.025,3534.475,South,In-Store,Card
SALE04101,11/28/2023,STORE006,PROD0195,CUST0672,4,3145.34,12581.36,20,2516.272,10065.088,North,In-Store,Cash
SALE04102,2/17/2022,STORE003,PROD0017,CUST0708,5,1766.37,8831.85,15,1324.7775,7507.0725,South,Online,Card
SALE04103,10/23/2022,STORE013,PROD0266,CUST0287,2,4882.09,9764.18,5,488.209,9275.971,South,In-Store,Card
SALE04104,2/25/2022,STORE035,PROD0068,CUST0292,4,3873.54,15494.16,5,774.708,14719.452,North,Online,Card
SALE04105,4/26/2022,STORE032,PROD0057,CUST0973,4,2689.8,10759.2,0,0,10759.2,West,In-Store,Cash
SALE04106,7/6/2024,STORE049,PROD0251,CUST0264,3,109.6,328.8,0,0,328.8,East,In-Store,Cash
